id,answer
616,3
617,3
618,0
619,1
620,2
621,2
622,2
623,0
624,0
625,3
626,2
627,3
628,0
629,0
630,2
631,3
632,2
633,2
634,3
635,2
636,3
637,2
638,2
639,2
640,0
641,0
642,1
643,0
644,0
645,2
646,0
647,0
648,2
649,2
650,2
651,1
652,2
653,1
654,2
655,2
656,0
657,0
658,0
659,0
660,3
661,2
662,2
663,3
664,0
665,2
666,2
667,1
668,1
669,0
670,2
671,0
672,0
673,1
674,3
675,1
676,2
677,3
678,1
679,2
680,0
681,0
682,3
683,3
684,3
685,0
686,1
687,2
688,1
689,0
690,2
691,1
692,3
693,3
694,0
695,2
696,1
697,0
698,0
699,0
700,1
701,1
702,2
703,1
704,2
705,0
706,1
707,3
708,3
709,0
710,1
711,3
712,3
713,2
714,0
715,2
716,2
717,0
718,2
719,2
720,3
721,2
722,2
723,1
724,0
725,1
726,3
727,3
728,1
729,0
730,1
731,2
732,3
733,1
734,1
735,2
736,1
737,2
738,3
739,3
740,3
741,2
742,1
743,2
744,3
745,3
746,0
747,0
748,3
749,1
750,0
751,1
752,0
753,1
754,3
755,2
756,2
757,2
758,3
759,3
760,3
761,0
762,0
763,2
764,2
765,0
766,1
767,0
768,1
769,0
770,3
771,2
772,2
773,2
774,0
775,1
776,0
777,2
778,1
779,0
780,2
781,3
782,3
783,2
784,2
785,0
786,1
787,1
788,2
789,3
790,3
791,0
792,3
793,2
794,2
795,3
796,3
797,0
798,3
799,3
800,3
801,0
802,2
803,1
804,2
805,2
806,0
807,3
808,3
809,1
810,2
811,3
812,0
813,2
814,2
815,2
816,0
817,0
818,2
819,1
820,3
821,3
822,2
823,3
824,2
825,0
826,1
827,3
828,0
829,3
830,1
831,2
832,3
833,1
834,2
835,2
836,0
837,2
838,1
839,1
840,2
841,3
842,1
843,2
844,3
845,2
846,0
847,2
848,2
849,3
850,2
851,2
852,2
853,2
854,1
855,0
856,1
857,1
858,3
859,2
860,3
861,1
862,1
863,3
864,0
865,3
866,0
867,2
868,1
869,1
870,3
871,2
872,0
873,0
874,1
875,3
876,3
877,2
878,2
879,1
880,1
881,3
882,2
883,1
884,0
885,0
886,2
887,2
888,0
889,3
890,0
891,0
892,1
893,3
894,3
895,2
896,1
897,0
898,2
899,2
900,0
901,2
902,2
903,2
904,2
905,2
906,3
907,2
908,3
909,3
910,3
911,1
912,1
913,0
914,3
915,2
916,3
917,2
918,3
919,0
920,1
921,1
922,1
923,0
924,3
925,2
926,2
927,1
928,0
929,1
930,3
931,1
932,3
933,0
934,1
935,0
936,3
937,2
938,3
939,0
940,3
941,0
942,1
943,1
944,0
945,3
946,3
947,3
948,2
949,1
950,3
951,0
952,0
953,0
954,1
955,0
956,3
957,0
958,0
959,2
960,2
961,0
962,0
963,0
964,2
965,2
966,3
967,0
968,2
969,1
970,3
971,0
972,3
973,1
974,2
975,0
976,0
977,3
978,1
979,0
980,2
981,1
982,0
983,1
984,2
985,0
986,2
987,1
988,3
989,1
990,3
991,1
992,1
993,3
994,2
995,2
996,3
997,0
998,3
999,0
1000,0
1001,2
1002,2
1003,2
1004,3
1005,3
1006,3
1007,3
1008,1
1009,1
1010,3
1011,3
1012,0
1013,1
1014,3
1015,2
1016,1
1017,2
1018,0
1019,1
1020,1
1021,1
1022,3
1023,0
1024,0
1025,3
1026,1
1027,1
1028,1
1029,0
1030,1
1031,2
1032,0
1033,3
1034,1
1035,0
1036,1
1037,0
1038,2
1039,2
1040,3
1041,2
1042,2
1043,2
1044,3
1045,1
1046,3
1047,2
1048,1
1049,2
1050,2
1051,2
1052,1
1053,2
1054,2
1055,1
1056,3
1057,3
1058,2
1059,1
1060,1
1061,0
1062,3
1063,1
1064,3
1065,0
1066,1
1067,2
1068,2
1069,0
1070,3
1071,3
1072,0
1073,2
1074,3
1075,3
1076,1
1077,0
1078,2
1079,1
1080,2
1081,0
1082,3
1083,1
1084,1
1085,1
1086,1
1087,0
1088,2
1089,1
1090,2
1091,2
1092,0
1093,1
1094,0
1095,2
1096,3
1097,3
1098,2
1099,1
1100,2
1101,0
1102,2
1103,2
1104,0
1105,3
1106,0
1107,1
1108,0
1109,1
1110,1
1111,0
1112,1
1113,0
1114,3
1115,0
1116,0
1117,1
1118,2
1119,2
1120,1
1121,2
1122,1
1123,3
1124,1
1125,0
1126,3
1127,1
1128,3
1129,0
1130,0
1131,0
1132,0
1133,0
1134,2
1135,1
1136,0
1137,0
1138,3
1139,1
1140,1
1141,3
1142,1
1143,1
1144,1
1145,0
1146,0
1147,0
1148,0
1149,3
1150,2
1151,2
1152,0
1153,3
1154,3
1155,2
1156,1
1157,0
1158,0
1159,1
1160,1
1161,0
1162,0
1163,3
1164,1
1165,1
1166,1
1167,2
1168,2
1169,1
1170,2
1171,3
1172,1
1173,1
1174,2
1175,3
1176,2
1177,1
1178,2
1179,0
1180,3
1181,3
1182,1
1183,1
1184,0
1185,1
1186,3
1187,2
1188,1
1189,3
1190,2
1191,0
1192,0
1193,1
1194,1
1195,1
1196,3
1197,2
1198,3
1199,3
1200,1
1201,0
1202,3
1203,0
1204,3
1205,1
1206,2
1207,0
1208,1
1209,0
1210,0
1211,3
1212,2
1213,2
1214,1
1215,3
1216,0
1217,0
1218,0
1219,0
1220,1
1221,3
1222,2
1223,3
1224,2
1225,2
1226,1
1227,1
1228,2
1229,1
1230,0
1231,2
1232,0
1233,0
1234,1
1235,1
1236,2
1237,3
1238,1
1239,1
1240,1
1241,2
1242,0
1243,1
1244,1
1245,3
1246,1
1247,2
1248,0
1249,1
1250,3
1251,1
1252,1
1253,3
1254,0
1255,3
1256,1
1257,1
1258,3
1259,1
1260,3
1261,1
1262,1
1263,2
1264,0
1265,0
1266,0
1267,0
1268,1
1269,1
1270,1
1271,0
1272,2
1273,1
1274,3
1275,0
1276,3
1277,1
1278,3
1279,1
1280,2
1281,3
1282,1
1283,2
1284,1
1285,1
1286,2
1287,2
1288,2
1289,3
1290,0
1291,3
1292,0
1293,1
1294,2
1295,2
1296,3
1297,1
1298,2
1299,1
1300,2
1301,3
1302,2
1303,2
1304,0
1305,3
1306,0
1307,2
1308,0
1309,3
1310,3
1311,3
1312,0
1313,2
1314,0
1315,1
1316,0
1317,2
1318,0
1319,3
1320,2
1321,0
1322,2
1323,2
1324,3
1325,3
1326,3
1327,2
1328,1
1329,3
1330,1
1331,2
1332,3
1333,2
1334,0
1335,3
1336,0
1337,3
1338,2
1339,3
1340,2
1341,0
1342,1
1343,0
1344,1
1345,3
1346,3
1347,3
1348,2
1349,1
1350,3
1351,1
1352,0
1353,0
1354,3
1355,3
1356,1
1357,0
1358,1
1359,3
1360,0
1361,3
1362,1
1363,2
1364,3
1365,0
1366,1
1367,3
1368,1
1369,2
1370,2
1371,2
1372,0
1373,0
1374,2
1375,3
1376,1
1377,3
1378,3
1379,1
1380,1
1381,2
1382,3
1383,2
1384,0
1385,0
1386,0
1387,2
1388,1
1389,0
1390,1
1391,3
1392,3
1393,0
1394,1
1395,1
1396,1
1397,1
1398,2
1399,3
1400,3
1401,3
1402,1
1403,3
1404,0
1405,0
1406,3
1407,0
1408,2
1409,1
1410,3
1411,2
1412,1
1413,1
1414,3
1415,0
1416,1
1417,1
1418,0
1419,2
1420,1
1421,3
1422,1
1423,0
1424,2
1425,0
1426,0
1427,1
1428,0
1429,1
1430,0
1431,0
1432,3
1433,2
1434,2
1435,2
1436,0
1437,3
1438,2
1439,1
1440,2
1441,1
1442,2
1443,1
1444,3
1445,2
1446,2
1447,2
1448,0
1449,0
1450,3
1451,0
1452,3
1453,1
1454,3
1455,2
1456,1
1457,1
1458,3
1459,3
1460,3
1461,2
1462,3
1463,2
1464,3
1465,1
1466,0
1467,3
1468,0
1469,1
1470,1
1471,1
1472,3
1473,3
1474,1
1475,1
1476,0
1477,1
1478,1
1479,1
1480,1
1481,0
1482,3
1483,2
1484,0
1485,0
1486,0
1487,1
1488,1
1489,3
1490,3
1491,3
1492,2
1493,2
1494,0
1495,1
1496,0
1497,0
1498,1
1499,3
1500,3
1501,3
1502,1
1503,2
1504,1
1505,0
1506,2
1507,0
1508,0
1509,0
1510,1
1511,0
1512,0
1513,2
1514,1
1515,1
1516,2
1517,2
1518,3
1519,3
1520,2
1521,3
1522,2
1523,3
1524,3
1525,1
1526,0
1527,2
1528,0
1529,1
1530,1
1531,3
1532,2
1533,2
1534,0
1535,1
1536,2
1537,0
1538,2
1539,1
1540,1
1541,3
1542,3
1543,3
1544,0
1545,1
1546,2
1547,1
1548,3
1549,0
1550,1
1551,0
1552,1
1553,2
1554,3
1555,2
1556,3
1557,2
1558,2
1559,3
1560,2
1561,3
1562,0
1563,0
1564,3
1565,3
1566,2
1567,3
1568,1
1569,2
1570,0
1571,0
1572,3
1573,3
1574,0
1575,1
1576,1
1577,0
1578,3
1579,2
1580,3
1581,0
1582,2
1583,1
1584,0
1585,2
1586,3
1587,0
1588,1
1589,3
1590,2
1591,0
1592,1
1593,2
1594,3
1595,0
1596,2
1597,3
1598,2
1599,2
1600,1
1601,1
1602,2
1603,2
1604,3
1605,2
1606,2
1607,0
1608,0
1609,1
1610,0
1611,2
1612,2
1613,2
1614,2
1615,0
1616,3
1617,2
1618,0
1619,0
1620,3
1621,0
1622,3
1623,1
1624,3
1625,0
1626,2
1627,1
1628,1
1629,2
1630,0
1631,0
1632,1
1633,0
1634,3
1635,0
1636,2
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,2
1645,1
1646,0
1647,3
1648,1
1649,1
1650,0
1651,2
1652,1
1653,0
1654,0
1655,1
1656,2
1657,3
1658,0
1659,0
1660,2
1661,1
1662,3
1663,1
1664,1
1665,3
1666,3
1667,1
1668,1
1669,2
1670,3
1671,1
1672,3
1673,1
1674,0
1675,1
1676,0
1677,1
1678,3
1679,0
1680,2
1681,0
1682,3
1683,2
1684,1
1685,3
1686,3
1687,0
1688,1
1689,2
1690,1
1691,2
1692,3
1693,2
1694,0
1695,3
1696,2
1697,0
1698,0
1699,0
1700,2
1701,2
1702,1
1703,0
1704,3
1705,0
1706,0
1707,3
1708,2
1709,3
1710,1
1711,1
1712,0
1713,3
1714,3
1715,2
1716,2
1717,0
1718,2
1719,3
1720,3
1721,0
1722,3
1723,1
1724,0
1725,1
1726,1
1727,3
1728,1
1729,2
1730,3
1731,2
1732,1
1733,0
1734,0
1735,3
1736,1
1737,3
1738,1
1739,2
1740,0
1741,2
1742,1
1743,3
1744,2
1745,1
1746,0
1747,0
1748,3
1749,2
1750,1
1751,0
1752,2
1753,3
1754,1
1755,2
1756,1
1757,3
1758,2
1759,2
1760,1
1761,3
1762,3
1763,0
1764,2
1765,0
1766,0
1767,1
1768,2
1769,0
1770,1
1771,3
1772,1
1773,2
1774,3
1775,0
1776,2
1777,1
1778,3
1779,2
1780,3
1781,2
1782,1
1783,1
1784,1
1785,1
1786,3
1787,1
1788,0
1789,1
1790,0
1791,1
1792,3
1793,1
1794,2
1795,0
1796,0
1797,3
1798,0
1799,0
1800,2
1801,1
1802,1
1803,1
1804,2
1805,3
1806,1
1807,3
1808,3
1809,1
1810,3
1811,3
1812,3
1813,0
1814,0
1815,0
1816,0
1817,2
1818,0
1819,2
1820,2
1821,2
1822,2
1823,2
1824,1
1825,0
1826,0
1827,3
1828,2
1829,2
1830,2
1831,2
1832,0
1833,2
1834,3
1835,1
1836,2
1837,2
1838,0
1839,3
1840,1
1841,2
1842,0
1843,0
1844,1
1845,2
1846,2
1847,0
1848,1
1849,3
1850,3
1851,0
1852,1
1853,0
1854,2
1855,1
1856,0
1857,2
1858,3
1859,0
1860,0
1861,2
1862,2
1863,2
1864,3
1865,2
1866,3
1867,2
1868,3
1869,1
1870,2
1871,2
1872,0
1873,2
1874,2
1875,0
1876,2
1877,2
1878,1
1879,2
1880,3
1881,2
1882,2
1883,0
1884,3
1885,0
1886,0
1887,2
1888,1
1889,1
1890,1
1891,1
1892,1
1893,3
1894,3
1895,2
1896,2
1897,3
1898,0
1899,3
1900,1
1901,3
1902,1
1903,3
1904,3
1905,2
1906,1
1907,0
1908,3
1909,2
1910,2
1911,3
1912,1
1913,2
1914,2
1915,3
1916,2
1917,0
1918,1
1919,1
1920,2
1921,1
1922,2
1923,1
1924,0
1925,1
1926,2
1927,0
1928,1
1929,3
1930,2
1931,3
1932,0
1933,0
1934,1
1935,3
1936,1
1937,0
1938,1
1939,1
1940,0
1941,1
1942,0
1943,0
1944,1
1945,0
1946,2
1947,3
1948,1
1949,3
1950,3
1951,0
1952,2
1953,2
1954,0
1955,3
1956,1
1957,2
1958,3
1959,1
1960,0
1961,1
1962,3
1963,2
1964,3
1965,3
1966,1
1967,2
1968,3
1969,2
1970,0
1971,0
1972,3
1973,1
1974,3
1975,2
1976,2
1977,2
1978,1
1979,2
1980,1
1981,0
1982,2
1983,2
1984,0
1985,3
1986,0
1987,3
1988,0
1989,0
1990,0
1991,1
1992,2
1993,2
1994,2
1995,0
1996,0
1997,3
1998,3
1999,3
2000,0
