id,answer
287,0
288,1
289,2
290,2
291,0
292,0
293,2
294,0
295,2
296,0
297,0
298,1
299,3
300,0
301,0
302,1
303,1
304,3
305,2
306,1
307,3
308,2
309,2
310,3
311,3
312,3
313,0
314,3
315,1
316,0
317,1
318,1
319,3
320,3
321,2
322,0
323,2
324,1
325,1
326,1
327,3
328,2
329,1
330,3
331,3
332,3
333,0
334,1
335,0
336,3
337,3
338,1
339,3
340,3
341,2
342,1
343,3
344,2
345,0
346,1
347,2
348,2
349,1
350,3
351,3
352,2
353,3
354,2
355,0
356,3
357,2
358,2
359,1
360,1
361,2
362,0
363,1
364,2
365,2
366,2
367,0
368,2
369,1
370,2
371,0
372,2
373,1
374,2
375,0
376,3
377,1
378,0
379,2
380,3
381,1
382,3
383,2
384,1
385,0
386,2
387,2
388,0
389,1
390,3
391,3
392,2
393,1
394,0
395,1
396,1
397,1
398,0
399,1
400,1
401,2
402,0
403,0
404,3
405,2
406,3
407,2
408,2
409,3
410,2
411,0
412,3
413,1
414,3
415,2
416,0
417,1
418,3
419,2
420,0
421,2
422,3
423,3
424,2
425,0
426,0
427,3
428,2
429,2
430,0
431,2
432,0
433,0
434,0
435,1
436,1
437,1
438,1
439,0
440,3
441,0
442,2
443,1
444,0
445,2
446,3
447,3
448,3
449,0
450,3
451,0
452,1
453,1
454,3
455,2
456,1
457,1
458,0
459,3
460,0
461,1
462,0
463,1
464,2
465,1
466,0
467,2
468,0
469,0
470,0
471,0
472,1
473,1
474,1
475,3
476,2
477,1
478,2
479,3
480,2
481,3
482,1
483,1
484,3
485,2
486,3
487,1
488,2
489,0
490,3
491,2
492,2
493,3
494,2
495,2
496,3
497,3
498,3
499,3
500,2
501,2
502,1
503,3
504,3
505,3
506,1
507,1
508,0
509,1
510,0
511,3
512,3
513,0
514,3
515,3
516,0
517,2
518,2
519,0
520,1
521,3
522,1
523,0
524,3
525,2
526,0
527,3
528,2
529,1
530,0
531,1
532,0
533,2
534,1
535,2
536,1
537,2
538,2
539,1
540,3
541,1
542,3
543,2
544,3
545,3
546,0
547,1
548,0
549,3
550,1
551,0
552,0
553,0
554,0
555,1
556,0
557,1
558,0
559,0
560,1
561,3
562,2
563,1
564,3
565,2
566,2
567,1
568,2
569,0
570,0
571,2
572,1
573,2
574,3
575,0
576,0
577,1
578,3
579,3
580,3
581,0
582,3
583,2
584,0
585,0
586,1
587,2
588,3
589,0
590,0
591,3
592,3
593,0
594,2
595,1
596,2
597,0
598,1
599,3
600,3
601,2
602,2
603,1
604,1
605,3
606,2
607,3
608,1
609,0
610,2
611,0
612,2
613,3
614,0
615,1
616,3
617,1
618,1
619,1
620,3
621,2
622,2
623,0
624,1
625,1
626,2
627,3
628,2
629,0
630,1
631,3
632,2
633,2
634,3
635,1
636,2
637,1
638,1
639,3
640,2
641,0
642,2
643,0
644,1
645,2
646,0
647,0
648,1
649,1
650,2
651,2
652,2
653,1
654,1
655,1
656,1
657,0
658,0
659,0
660,3
661,2
662,1
663,1
664,3
665,2
666,2
667,0
668,2
669,0
670,2
671,0
672,2
673,1
674,3
675,1
676,0
677,3
678,2
679,2
680,0
681,0
682,1
683,1
684,3
685,0
686,1
687,2
688,1
689,0
690,2
691,3
692,3
693,3
694,0
695,1
696,1
697,3
698,0
699,0
700,1
701,0
702,2
703,1
704,2
705,0
706,2
707,3
708,3
709,0
710,1
711,3
712,3
713,2
714,0
715,2
716,3
717,0
718,2
719,2
720,3
721,2
722,3
723,1
724,0
725,1
726,3
727,3
728,1
729,3
730,2
731,2
732,3
733,1
734,1
735,3
736,1
737,2
738,3
739,3
740,3
741,0
742,3
743,0
744,3
745,3
746,0
747,0
748,3
749,1
750,0
751,1
752,0
753,1
754,3
755,2
756,2
757,2
758,3
759,1
760,1
761,0
762,2
763,2
764,2
765,0
766,1
767,3
768,1
769,3
770,3
771,1
772,1
773,3
774,0
775,1
776,0
777,2
778,1
779,0
780,3
781,3
782,3
783,2
784,3
785,1
786,1
787,1
788,0
789,1
790,1
791,0
792,0
793,1
794,2
795,3
796,3
797,0
798,3
799,1
800,3
801,0
802,2
803,1
804,2
805,2
806,0
807,0
808,0
809,3
810,2
811,3
812,2
813,2
814,2
815,2
816,0
817,1
818,2
819,1
820,3
821,3
822,1
823,3
824,2
825,0
826,1
827,3
828,0
829,3
830,2
831,2
832,3
833,1
834,2
835,2
836,0
837,0
838,1
839,3
840,2
841,3
842,1
843,2
844,3
845,2
846,3
847,0
848,1
849,3
850,2
851,2
852,2
853,2
854,1
855,0
856,1
857,1
858,3
859,2
860,2
861,1
862,2
863,1
864,0
865,3
866,0
867,2
868,0
869,1
870,1
871,3
872,0
873,0
874,1
875,1
876,3
877,1
878,2
879,1
880,1
881,3
882,2
883,0
884,0
885,0
886,0
887,2
888,3
889,1
890,0
891,0
892,0
893,3
894,3
895,2
896,1
897,0
898,2
899,2
900,0
901,2
902,0
903,2
904,2
905,2
906,1
907,2
908,3
909,1
910,1
911,1
912,1
913,1
914,1
915,2
916,3
917,2
918,3
919,3
920,1
921,1
922,1
923,0
924,1
925,2
926,2
927,1
928,0
929,1
930,3
931,1
932,3
933,2
934,1
935,2
936,3
937,2
938,1
939,0
940,3
941,0
942,0
943,0
944,0
945,3
946,3
947,3
948,2
949,3
950,1
951,0
952,0
953,0
954,1
955,3
956,3
957,0
958,0
959,1
960,1
961,3
962,0
963,0
964,2
965,2
966,2
967,0
968,2
969,1
970,3
971,3
972,0
973,1
974,2
975,0
976,3
977,1
978,1
979,0
980,2
981,1
982,0
983,1
984,2
985,0
986,2
987,1
988,3
989,1
990,1
991,0
992,2
993,3
994,2
995,2
996,3
997,0
998,1
999,3
1000,0
1001,2
1002,2
1003,2
1004,2
1005,2
1006,3
1007,3
1008,1
1009,1
1010,3
1011,3
1012,0
1013,1
1014,3
1015,2
1016,0
1017,2
1018,1
1019,3
1020,1
1021,2
1022,0
1023,1
1024,0
1025,3
1026,1
1027,1
1028,3
1029,0
1030,1
1031,3
1032,3
1033,3
1034,1
1035,0
1036,1
1037,2
1038,2
1039,2
1040,3
1041,3
1042,2
1043,2
1044,3
1045,1
1046,3
1047,2
1048,1
1049,2
1050,2
1051,2
1052,1
1053,2
1054,2
1055,1
1056,3
1057,1
1058,3
1059,3
1060,1
1061,0
1062,3
1063,1
1064,3
1065,0
1066,1
1067,2
1068,2
1069,1
1070,3
1071,3
1072,3
1073,2
1074,3
1075,3
1076,1
1077,0
1078,1
1079,1
1080,2
1081,0
1082,3
1083,3
1084,1
1085,1
1086,1
1087,0
1088,2
1089,1
1090,2
1091,2
1092,1
1093,3
1094,0
1095,2
1096,3
1097,3
1098,2
1099,1
1100,3
1101,0
1102,3
1103,2
1104,0
1105,0
1106,1
1107,1
1108,0
1109,2
1110,1
1111,0
1112,1
1113,3
1114,0
1115,0
1116,0
1117,2
1118,2
1119,1
1120,1
1121,2
1122,1
1123,0
1124,1
1125,0
1126,3
1127,3
1128,3
1129,2
1130,0
1131,0
1132,0
1133,1
1134,1
1135,1
1136,2
1137,0
1138,3
1139,1
1140,1
1141,3
1142,1
1143,1
1144,1
1145,0
1146,0
1147,0
1148,0
1149,1
1150,2
1151,2
1152,0
1153,0
1154,3
1155,2
1156,1
1157,0
1158,2
1159,2
1160,1
1161,1
1162,0
1163,1
1164,2
1165,1
1166,1
1167,2
1168,3
1169,1
1170,0
1171,3
1172,1
1173,1
1174,2
1175,0
1176,1
1177,1
1178,1
1179,0
1180,3
1181,3
1182,1
1183,1
1184,0
1185,1
1186,3
1187,2
1188,1
1189,3
1190,1
1191,2
1192,0
1193,0
1194,2
1195,3
1196,3
1197,2
1198,3
1199,3
1200,1
1201,0
1202,3
1203,0
1204,3
1205,1
1206,1
1207,0
1208,1
1209,0
1210,3
1211,3
1212,2
1213,2
1214,1
1215,3
1216,0
1217,0
1218,0
1219,0
1220,1
1221,3
1222,2
1223,3
1224,2
1225,2
1226,3
1227,1
1228,2
1229,3
1230,3
1231,3
1232,3
1233,0
1234,1
1235,1
1236,2
1237,3
1238,3
1239,1
1240,0
1241,2
1242,0
1243,1
1244,1
1245,3
1246,3
1247,2
1248,0
1249,0
1250,3
1251,2
1252,1
1253,3
1254,0
1255,3
1256,1
1257,1
1258,3
1259,1
1260,3
1261,1
1262,1
1263,2
1264,0
1265,0
1266,0
1267,0
1268,1
1269,1
1270,1
1271,0
1272,2
1273,1
1274,1
1275,2
1276,3
1277,1
1278,0
1279,1
1280,2
1281,3
1282,1
1283,2
1284,1
1285,3
1286,2
1287,2
1288,2
1289,3
1290,0
1291,3
1292,0
1293,1
1294,2
1295,2
1296,2
1297,1
1298,2
1299,1
1300,2
1301,0
1302,2
1303,3
1304,0
1305,3
1306,0
1307,2
1308,0
1309,2
1310,3
1311,3
1312,0
1313,2
1314,1
1315,1
1316,1
1317,2
1318,0
1319,3
1320,0
1321,0
1322,0
1323,2
1324,3
1325,2
1326,2
1327,2
1328,1
1329,3
1330,2
1331,2
1332,3
1333,2
1334,2
1335,3
1336,0
1337,3
1338,1
1339,3
1340,2
1341,3
1342,1
1343,3
1344,1
1345,3
1346,3
1347,1
1348,2
1349,2
1350,3
1351,1
1352,0
1353,2
1354,3
1355,3
1356,1
1357,3
1358,1
1359,3
1360,2
1361,3
1362,2
1363,2
1364,3
1365,0
1366,0
1367,3
1368,1
1369,2
1370,2
1371,1
1372,0
1373,0
1374,0
1375,3
1376,1
1377,3
1378,3
1379,1
1380,1
1381,2
1382,3
1383,2
1384,0
1385,3
1386,2
1387,2
1388,1
1389,0
1390,1
1391,3
1392,3
1393,0
1394,1
1395,1
1396,1
1397,1
1398,2
1399,3
1400,3
1401,3
1402,1
1403,2
1404,0
1405,0
1406,3
1407,0
1408,2
1409,1
1410,3
1411,2
1412,1
1413,3
1414,2
1415,0
1416,1
1417,1
1418,3
1419,2
1420,2
1421,3
1422,2
1423,1
1424,3
1425,0
1426,3
1427,1
1428,0
1429,2
1430,0
1431,0
1432,3
1433,1
1434,2
1435,3
1436,0
1437,0
1438,2
1439,1
1440,2
1441,1
1442,2
1443,0
1444,3
1445,2
1446,2
1447,2
1448,0
1449,0
1450,3
1451,1
1452,2
1453,1
1454,0
1455,2
1456,0
1457,3
1458,3
1459,3
1460,3
1461,2
1462,3
1463,3
1464,3
1465,3
1466,0
1467,3
1468,0
1469,1
1470,1
1471,1
1472,3
1473,3
1474,0
1475,1
1476,0
1477,1
1478,3
1479,1
1480,1
1481,0
1482,3
1483,3
1484,0
1485,0
1486,0
1487,1
1488,1
1489,3
1490,0
1491,3
1492,0
1493,2
1494,0
1495,1
1496,0
1497,1
1498,1
1499,3
1500,3
1501,3
1502,1
1503,2
1504,1
1505,3
1506,2
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,1
1514,1
1515,1
1516,2
1517,3
1518,2
1519,3
1520,2
1521,2
1522,2
1523,3
1524,3
1525,0
1526,0
1527,3
1528,0
1529,1
1530,3
1531,3
1532,0
1533,2
1534,0
1535,0
1536,2
1537,0
1538,2
1539,1
1540,1
1541,3
1542,3
1543,1
1544,1
1545,2
1546,2
1547,1
1548,3
1549,2
1550,2
1551,3
1552,1
1553,2
1554,3
1555,2
1556,3
1557,2
1558,0
1559,1
1560,2
1561,3
1562,0
1563,0
1564,0
1565,0
1566,3
1567,3
1568,0
1569,2
1570,0
1571,0
1572,3
1573,3
1574,0
1575,1
1576,1
1577,0
1578,3
1579,1
1580,1
1581,3
1582,1
1583,3
1584,0
1585,2
1586,3
1587,0
1588,1
1589,3
1590,2
1591,1
1592,1
1593,0
1594,3
1595,0
1596,2
1597,1
1598,2
1599,3
1600,1
1601,1
1602,2
1603,3
1604,2
1605,2
1606,2
1607,1
1608,0
1609,0
1610,0
1611,2
1612,0
1613,0
1614,2
1615,0
1616,3
1617,2
1618,0
1619,0
1620,3
1621,3
1622,3
1623,1
1624,1
1625,0
1626,2
1627,2
1628,1
1629,0
1630,2
1631,0
1632,1
1633,3
1634,3
1635,0
1636,2
1637,0
1638,0
1639,0
1640,0
1641,3
1642,0
1643,2
1644,2
1645,1
1646,0
1647,3
1648,1
1649,1
1650,0
1651,1
1652,0
1653,3
1654,0
1655,1
1656,2
1657,3
1658,0
1659,0
1660,2
1661,0
1662,3
1663,1
1664,1
1665,3
1666,2
1667,1
1668,1
1669,2
1670,3
1671,1
1672,3
1673,3
1674,0
1675,3
1676,1
1677,1
1678,3
1679,2
1680,1
1681,0
1682,3
1683,2
1684,1
1685,3
1686,3
1687,0
1688,1
1689,3
1690,1
1691,2
1692,3
1693,1
1694,0
1695,1
1696,2
1697,2
1698,0
1699,0
1700,2
1701,2
1702,1
1703,0
1704,1
1705,0
1706,0
1707,1
1708,3
1709,3
1710,1
1711,1
1712,0
1713,0
1714,3
1715,2
1716,3
1717,0
1718,3
1719,3
1720,3
1721,1
1722,3
1723,1
1724,0
1725,1
1726,1
1727,1
1728,1
1729,2
1730,3
1731,2
1732,1
1733,0
1734,0
1735,3
1736,1
1737,3
1738,1
1739,1
1740,0
1741,2
1742,1
1743,3
1744,2
1745,1
1746,0
1747,0
1748,3
1749,2
1750,0
1751,0
1752,2
1753,3
1754,1
1755,2
1756,2
1757,3
1758,2
1759,2
1760,1
1761,3
1762,3
1763,1
1764,2
1765,3
1766,0
1767,1
1768,2
1769,0
1770,2
1771,3
1772,1
1773,2
1774,3
1775,0
1776,2
1777,1
1778,2
1779,3
1780,3
1781,0
1782,1
1783,1
1784,1
1785,3
1786,3
1787,1
1788,2
1789,1
1790,2
1791,0
1792,3
1793,1
1794,2
1795,0
1796,3
1797,3
1798,3
1799,0
1800,1
1801,1
1802,1
1803,3
1804,0
1805,3
1806,1
1807,3
1808,0
1809,3
1810,2
1811,3
1812,3
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,2
1820,2
1821,2
1822,2
1823,2
1824,1
1825,2
1826,0
1827,1
1828,2
1829,2
1830,3
1831,1
1832,0
1833,2
1834,3
1835,1
1836,2
1837,2
1838,2
1839,3
1840,1
1841,3
1842,3
1843,0
1844,1
1845,2
1846,2
1847,1
1848,1
1849,3
1850,3
1851,3
1852,0
1853,0
1854,2
1855,1
1856,0
1857,2
1858,2
1859,0
1860,3
1861,2
1862,2
1863,2
1864,2
1865,2
1866,3
1867,2
1868,1
1869,1
1870,2
1871,2
1872,0
1873,0
1874,2
1875,0
1876,1
1877,2
1878,1
1879,2
1880,3
1881,3
1882,2
1883,3
1884,3
1885,0
1886,3
1887,2
1888,1
1889,0
1890,1
1891,1
1892,2
1893,3
1894,3
1895,2
1896,2
1897,3
1898,0
1899,1
1900,1
1901,3
1902,1
1903,3
1904,3
1905,2
1906,0
1907,0
1908,3
1909,3
1910,2
1911,1
1912,1
1913,2
1914,3
1915,3
1916,2
1917,0
1918,1
1919,1
1920,2
1921,3
1922,3
1923,1
1924,2
1925,2
1926,2
1927,2
1928,1
1929,3
1930,3
1931,3
1932,0
1933,0
1934,3
1935,3
1936,1
1937,0
1938,1
1939,1
1940,0
1941,1
1942,1
1943,0
1944,2
1945,0
1946,2
1947,3
1948,1
1949,3
1950,3
1951,0
1952,1
1953,2
1954,0
1955,2
1956,3
1957,2
1958,3
1959,1
1960,0
1961,1
1962,3
1963,2
1964,3
1965,3
1966,3
1967,2
1968,3
1969,2
1970,0
1971,0
1972,0
1973,1
1974,3
1975,2
1976,1
1977,2
1978,3
1979,2
1980,1
1981,0
1982,2
1983,2
1984,2
1985,1
1986,3
1987,3
1988,0
1989,0
1990,3
1991,1
1992,2
1993,2
1994,2
1995,0
1996,0
1997,3
1998,3
1999,3
2000,0
